method,case_id,category,fake_record_name,synthetic_variable_name,synthetic_value_len,synthetic_value_byte_len,compiler_selected,operation_label,expected_observation,actual_observation,expected_success,actual_success,c_harness_matched,getenv_matched,mutation_matched,pointer_lifetime_matched,putenv_ownership_matched,cleanup_matched,return_value_matched,errno_matched,compiler_observed,resolver_not_tested,portability_not_tested,security_not_tested,thread_safety_not_tested,naive_should_fail,output_char_len,output_byte_len,elapsed_sec,failure_reason,harness_ran
copy_and_bounds_policy_observer,e013,pointer_lifetime_caveat,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_PTR_C,4,4,zig cc,copy_before_mut,copy_preserves_value,copy_preserves_value,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007615018868818879,,True
copy_and_bounds_policy_observer,e042,getenv_policy,synthetic_option,OAI_FAKE_ENV_FOOTGUN_CHILD_A,8,8,zig cc,child_env,child_inherits_env_copy,child_inherits_env_copy,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0076128768268972635,,True
copy_and_bounds_policy_observer,e045,getenv_policy,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_CaSe_SeNsItIvE,1,1,zig cc,case_sense,env_names_case_sensitive,env_names_case_sensitive,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0074123048689216375,,True
copy_and_bounds_policy_observer,e046,getenv_policy,sample_locale_marker,OAI_FAKE_ENV_FOOTGUN_UTF8_VAL,4,5,zig cc,non_ascii,non_ascii_value_bytes_opaque,non_ascii_value_bytes_opaque,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007564645959064364,,True
copy_and_bounds_policy_observer,e048,getenv_policy,test_env_slot,OAI_FAKE_ENV_FOOTGUN_SNPRINTF_A,11,11,zig cc,snprintf_bound,snprintf_bounded_ok,snprintf_bounded_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.008043394889682531,,True
cleanup_policy_observer,e042,getenv_policy,synthetic_option,OAI_FAKE_ENV_FOOTGUN_CHILD_A,8,8,zig cc,child_env,child_inherits_env_copy,child_inherits_env_copy,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.008202699944376945,,True
cleanup_policy_observer,e043,getenv_policy,toy_process_var,OAI_FAKE_ENV_FOOTGUN_CLEAN_A,3,3,zig cc,cleanup_case,cleanup_ok,cleanup_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007891017943620682,,True
cleanup_policy_observer,e044,getenv_policy,example_value,OAI_FAKE_ENV_FOOTGUN_DUP_A,1,1,zig cc,dup_set_unset,dup_set_unset_ok,dup_set_unset_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.00783814094029367,,True
naive_global_env_marker,e049,naive_negative,demo_config_value,OAI_FAKE_ENV_FOOTGUN_NAIVE_E049,1,1,zig cc,naive_immutable,naive_getenv_immutable,naive_getenv_immutable,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.0076455241069197655,,True
naive_global_env_marker,e050,naive_negative,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_NAIVE_E050,1,1,zig cc,naive_setenv_safe,naive_setenv_always_safe,naive_setenv_always_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007662391057237983,,True
naive_global_env_marker,e051,naive_negative,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E051,1,1,zig cc,naive_putenv_copy,naive_putenv_copies,naive_putenv_copies,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007803926942870021,,True
naive_global_env_marker,e052,naive_negative,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_NAIVE_E052,1,1,zig cc,naive_empty_missing,naive_empty_equals_missing,naive_empty_equals_missing,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.0077594679314643145,,True
naive_global_env_marker,e053,naive_negative,fake_env_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E053,1,1,zig cc,naive_thread_safe,naive_env_thread_safe,naive_env_thread_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007761020213365555,,True
external_env_truth_not_tested_marker,e052,naive_negative,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_NAIVE_E052,1,1,zig cc,naive_empty_missing,naive_empty_equals_missing,naive_empty_equals_missing,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007598954020068049,,True
